station,lat,lon,hp,country,fog,visibility,datetime
"CASPER/NATRONA COUNTY, INTNL, WY.",4291,25354,1612,United States of America,41,below 100 m,2025112015
"MACON/LEWIS B.WILSON, GA.",3270,27635,110,United States of America,41,800 m,2025112015
"PENSACOLA, FL",3048,27282,38,United States of America,41,400 m,2025112015
KHMEL'NYTS'KYI,4935,2693,350,Ukraine,45,500 m,2025112015
MEDEA,3626,271,1036,Algeria,45,100 m,2025112015
YASHKUL',4618,4535,-6.71,Russian Federation,47,500 m,2025112015
KRYVYI RIH,4805,3320,124,Ukraine,47,600 m,2025112015
UMAN',4876,3021,216,Ukraine,47,500 m,2025112015
"KANSAS CITY,  INTNL., MO.",3928,26525,313,United States of America,41,100 m,2025112015
DOI ANG KHANG,1991,9903,1530,Thailand,45,500 m,2025112015
CROKER ISLAND AIRPORT,-1115,13246,10.6,Australia,41,,2025112015
"MOBILE/BATES FIELD,  AL.",3068,27175,67,United States of America,41,400 m,2025112015
"DUBUQUE/MUN., IA.",4240,26930,329,United States of America,41,800 m,2025112015
ERZURUM,3995,4118,1758,Turkey,47,400 m,2025112015
"DES MOINES/MUN., IA.",4153,26635,294,United States of America,41,200 m,2025112015
"EPPLEY FIELD, OMAHA,  NE.",4130,26410,299,United States of America,41,400 m,2025112015
"YOUNGSTOWN, OH.",4126,27934,361,United States of America,41,400 m,2025112015
"PITTSBURGH/GREATER PITTSBURGH INT., PA.",4051,27979,359,United States of America,41,200 m,2025112015
"KNOXVILLE/MUN., TN.",3581,27602,299,United States of America,41,200 m,2025112015
ODESSKOE,5420,7296,124.7,Russian Federation,47,500 m,2025112015
BRICENI,4835,2706,261,Republic of Moldova,47,500 m,2025112015
MCCLUER ISLAND,-1103,13296,2.4,Australia,41,,2025112015
UTTA,4636,4601,-7.05,Russian Federation,45,500 m,2025112015
KOPAONIK,4328,2080,1713,Serbia,45,below 100 m,2025112015
CRNI VRH,4411,2195,1039,Serbia,45,100 m,2025112015
BASE MARAMBIO (CENTRO MET. ANTARTICO),-6423,30339,200,Antarctica,46,500 m,2025112015
MUSSALA (TOP/SOMMET),4218,2358,2927,Bulgaria,49,below 100 m,2025112015
LEOVA,4646,2825,156,Republic of Moldova,45,500 m,2025112015
CHOPOK,4893,1958,2007,Slovakia,49,below 100 m,2025112015
"COLUMBIA/REGIONAL,  MO.",3881,26779,274,United States of America,41,800 m,2025112015
"GRAND ISLAND/GR. IS. COUNTY, NE.",4095,26169,566,United States of America,41,400 m,2025112015
IZANA,2830,-31184,2368,Spain,47,below 100 m,2025112015
TIRASPOL,4690,2960,40,Republic of Moldova,45,500 m,2025112015
"OTTAWA MACDONALD-CARTIER INT'L A, ONT",4531,28434,114,Canada,45,600 m,2025112012
"PADUCAH, KY.",3706,27124,126,United States of America,41,400 m,2025112012
"TUPELO/C.D. LEMONS MUN, MS",3426,27124,0,United States of America,41,400 m,2025112012
KOPAONIK,4328,2080,1713,Serbia,45,below 100 m,2025112012
"MONTGOMERY/DANNELLY,  AL.",3230,27360,62,United States of America,41,400 m,2025112012
CRNI VRH,4411,2195,1039,Serbia,45,100 m,2025112012
BASE MARAMBIO (CENTRO MET. ANTARTICO),-6423,30339,200,Antarctica,48,200 m,2025112012
SAGHEZ,3625,4626,1523,"Iran, Islamic Republic of",40,1800 m,2025112012
"PITTSBURGH/GREATER PITTSBURGH INT., PA.",4051,27979,359,United States of America,41,200 m,2025112012
STEFAN-VODA,4650,2965,173,Republic of Moldova,45,500 m,2025112012
ARMENIA/EL EDEN,450,28429,1219,Colombia,47,800 m,2025112012
MONTE SCURO,3931,1638,1677,Italy,45,below 100 m,2025112012
MUSSALA (TOP/SOMMET),4218,2358,2927,Bulgaria,49,below 100 m,2025112012
"MERIDIAN/KEY, MS.",3233,27125,94,United States of America,41,800 m,2025112012
EMEI SHAN,2952,10333,3049,China,B46,100 m,2025112012
VARFU OMU,4543,2545,2511.4,Romania,41,500 m,2025112012
KHERSON,4673,3270,54,Ukraine,45,500 m,2025112012
ODESA,4643,3076,42,Ukraine,47,400 m,2025112012
ZEJA,5373,12726,230,Russian Federation,40,10 km,2025112012
"PORT ARTHUR/JEFFERSON CO., TX.",2995,26599,7,United States of America,41,400 m,2025112012
"CASPER/NATRONA COUNTY, INTNL, WY.",4291,25354,1612,United States of America,41,800 m,2025112012
"FREEPORT, GRAND BAHAMA",2655,28130,11,Bahamas,11,13 km,2025112012
"LINCOLN/MUN., NE.",4085,26325,362,United States of America,41,400 m,2025112012
"DUBUQUE/MUN., IA.",4240,26930,329,United States of America,41,800 m,2025112012
CORNESTI,4735,2800,232,Republic of Moldova,45,500 m,2025112012
"DES MOINES/MUN., IA.",4153,26635,294,United States of America,41,100 m,2025112012
"HUNTSVILLE/MADISON CO., AL.",3465,27324,196,United States of America,41,200 m,2025112012
CHACHAPOYAS,-620,28215,2540,Peru,41,8 km,2025112012
"NEW ORLEANS/MOISANT INT., LA.",2998,26975,9,United States of America,41,200 m,2025112012
"YOUNGSTOWN, OH.",4126,27934,361,United States of America,41,400 m,2025112012
DOI ANG KHANG,1991,9903,1530,Thailand,45,500 m,2025112012
"AUGUSTA/BUSH FIELD,  GA.",3336,27804,45,United States of America,41,400 m,2025112012
MOURGASH,4283,2366,1692,Bulgaria,44,below 100 m,2025112012
SARYG-SEP,5146,9556,705.8,Russian Federation,41,10 km,2025112012
"MOBILE/BATES FIELD,  AL.",3068,27175,67,United States of America,41,400 m,2025112012
"PENSACOLA, FL",3048,27282,38,United States of America,41,800 m,2025112009
ZERDEVKA,5183,4148,147.3,Russian Federation,44,500 m,2025112009
MILINGIMBI AWS,-1208,13488,16.5,Australia,41,,2025112009
VARFU OMU,4543,2545,2511.4,Romania,41,500 m,2025112009
"HUNTINGTON, WV.",3836,27745,255,United States of America,41,400 m,2025112009
"SIOUX CITY/MUN., IA.",4240,26362,336,United States of America,41,400 m,2025112009
SOMBOR,4576,1915,89,Serbia,42,500 m,2025112009
DOI ANG KHANG,1991,9903,1530,Thailand,45,500 m,2025112009
ZANDERIJ,545,30480,15,Suriname,47,300 m,2025112009
CAHUL,4590,2818,113,Republic of Moldova,45,200 m,2025112009
CORNESTI,4735,2800,232,Republic of Moldova,45,500 m,2025112009
GURISTE-PGC,4188,2183,856,The former Yugoslav Republic of Macedonia,45,50 m,2025112009
ZAVIZAN,4480,1496,1597.92,Croatia,45,below 100 m,2025112009
"NEW ORLEANS/MOISANT INT., LA.",2998,26975,9,United States of America,41,400 m,2025112009
MILESOVKA,5055,1391,842.6,Czech Republic,49,300 m,2025112009
KOMRAT,4628,2863,133,Republic of Moldova,45,500 m,2025112009
PALIC,4610,1976,105,Serbia,45,300 m,2025112009
STEFAN-VODA,4650,2965,173,Republic of Moldova,45,500 m,2025112009
"PITTSBURGH/GREATER PITTSBURGH INT., PA.",4051,27979,359,United States of America,41,400 m,2025112009
UTTA,4636,4601,-7.05,Russian Federation,46,500 m,2025112009
TAMBOV,5280,4133,128.4,Russian Federation,45,400 m,2025112009
"MONTGOMERY/DANNELLY,  AL.",3230,27360,62,United States of America,41,400 m,2025112009
KOPAONIK,4328,2080,1713,Serbia,45,100 m,2025112009
ANNA,5148,4041,153.74,Russian Federation,45,500 m,2025112009
VIRU-VIRU,-1763,29687,373,"Bolivia, Plurinational State of",40,7 km,2025112009
BASE MARAMBIO (CENTRO MET. ANTARTICO),-6423,30339,200,Antarctica,48,300 m,2025112009
CRNI VRH,4411,2195,1039,Serbia,45,100 m,2025112009
CHOPOK,4893,1958,2007,Slovakia,49,below 100 m,2025112009
VORONEZ,5170,3921,148.9,Russian Federation,44,200 m,2025112009
MONTE SCURO,3931,1638,1677,Italy,45,below 100 m,2025112009
BAGUIO,1640,12060,1501,Philippines,40,10 km,2025112009
SIBIU,4578,2403,444.3,Romania,45,300 m,2025112009
MORSANSK,5345,4180,142,Russian Federation,45,500 m,2025112006
PRIMORSKO-AHTARSK,4603,3815,3.88,Russian Federation,44,500 m,2025112006
NALUT,3150,1058,621,Libya (State of),44,800 m,2025112006
SREMSKA MITROVICA,4510,1955,83,Serbia,45,100 m,2025112006
VARFU OMU,4543,2545,2511.4,Romania,41,500 m,2025112006
"HUNTINGTON, WV.",3836,27745,255,United States of America,41,800 m,2025112006
ELEC,5263,3851,167.47,Russian Federation,45,500 m,2025112006
INZA,5385,4641,175.38,Russian Federation,46,500 m,2025112006
MEDEA,3626,271,1036,Algeria,47,200 m,2025112006
IVANO-FRANKIVS'K,4888,2468,280,Ukraine,46,900 m,2025112006
ZLIKHA,4521,6786,138,Kazakhstan,45,500 m,2025112006
ZERDEVKA,5183,4148,147.3,Russian Federation,44,500 m,2025112006
MUGUR-AKSY,5036,9043,1850,Russian Federation,41,over 50 km,2025112006
GURISTE-PGC,4188,2183,856,The former Yugoslav Republic of Macedonia,45,50 m,2025112006
AK-BAJTAL,4315,6433,236.6,Uzbekistan,45,50 m,2025112006
CORNESTI,4735,2800,232,Republic of Moldova,47,500 m,2025112006
ERZURUM,3995,4118,1758,Turkey,47,400 m,2025112006
OSIJEK/KLISA,4546,1880,89,Croatia,45,200 m,2025112006
SHIELI,4416,6671,153,Kazakhstan,45,500 m,2025112006
KURSK,5176,3616,247.25,Russian Federation,45,200 m,2025112006
DIYARBAKIR,3788,4020,674,Turkey,46,300 m,2025112006
DOI ANG KHANG,1991,9903,1530,Thailand,45,500 m,2025112006
SOMBOR,4576,1915,89,Serbia,46,200 m,2025112006
ERMELO,-2648,2998,1774,South Africa,40,5000 m,2025112006
GANJUSHKINO,4660,4923,-23,Kazakhstan,45,200 m,2025112006
